architecture,family,design,coupling,N,p,g,se_A,se_B,sp_A,sp_B,R,valid_R,undefined_R,mean_A,mean_B,delta,bias,true_change,delta_sd,delta_mcse,mean_RC,ratio_of_means_RC,RC_q025,RC_q975,delta_q025,delta_q975,improve_5,improve_5_mcse,improve_5_lo,improve_5_hi,deteriorate_5,deteriorate_5_mcse,deteriorate_5_lo,deteriorate_5_hi,improve_10,improve_10_mcse,improve_10_lo,improve_10_hi,deteriorate_10,deteriorate_10_mcse,deteriorate_10_lo,deteriorate_10_hi,direction_reversal,direction_reversal_mcse,direction_reversal_lo,direction_reversal_hi,masked,masked_mcse,masked_lo,masked_hi,mean_naive_CI_width,naive_CI_excludes_zero,naive_CI_excludes_zero_mcse,naive_CI_excludes_zero_lo,naive_CI_excludes_zero_hi,expected_A,expected_B,expected_delta,expected_RC,analytic_z_delta,e,q,n_A,n_B,d_A,d_B,f_A,f_B
A,sample_size,paired,shared,500,0.05,0,0.8,0.6,1,1,10000,10000,0,0.0399452,0.0299716,-0.0099736,-0.0099736,-0,0.00437305561382,4.37305561382e-05,-0.249854041448,-0.249682064428,-0.45,-0.0666666666667,-0.02,-0.002,0.9888,0.00105235735375,0.986541590683,0.99068301251,0,0,0,0.000383998370677,0.9501,0.00217738352157,0.945656889301,0.954197435366,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0061,0.000778639197575,0.00475210315987,0.00782721043068,0.016943415836,0.7417,0.0043769979438,0.733029574392,0.750184800795,0.04,0.03,-0.01,-0.25,0.603696873111,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.625,1,1,10000,10000,0,0.039984,0.0312186,-0.0087654,-0.0087654,-0,0.00418572751998,4.18572751998e-05,-0.218924581438,-0.219222689076,-0.421052631579,-0.0526315789474,-0.018,-0.002,0.9782,0.00146029996918,0.975148900559,0.980883843399,0,0,0,0.000383998370677,0.9072,0.00290151960186,0.901355704252,0.912731567475,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0116,0.00107076794872,0.00968091637647,0.013894173232,0.0157871329135,0.6385,0.00480434959178,0.629032121943,0.647861510508,0.04,0.03125,-0.00875,-0.21875,-0.367916925469,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.65,1,1,10000,10000,0,0.039968,0.0324546,-0.0075134,-0.0075134,-0,0.00387302471875,3.87302471875e-05,-0.187782276966,-0.187985388311,-0.380952380952,-0.0384615384615,-0.016,-0.002,0.9584,0.00199673333222,0.954307243761,0.962140706533,0,0,0,0.000383998370677,0.8419,0.00364834743411,0.834618249035,0.848919172879,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0233,0.00150854598869,0.0205212618206,0.026444842226,0.0145003044324,0.5211,0.00499554591611,0.511302684264,0.530881111004,0.04,0.0325,-0.0075,-0.1875,-0.345982816353,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.675,1,1,10000,10000,0,0.0399786,0.0337084,-0.0062702,-0.0062702,-0,0.00352031692084,3.52031692084e-05,-0.156680205631,-0.156838908816,-0.333333333333,0,-0.014,0,0.922,0.00268171586862,0.916580397537,0.927095507838,0,0,0,0.000383998370677,0.7522,0.00431735057645,0.743642374525,0.760563936696,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0446,0.00206423932721,0.0407260367722,0.0488237089438,0.0130862246774,0.3813,0.00485705991316,0.371827636908,0.390863524306,0.04,0.03375,-0.00625,-0.15625,-0.573811973588,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.7,1,1,10000,10000,0,0.0399518,0.0349522,-0.0049996,-0.0049996,-0,0.00312617612071,3.12617612071e-05,-0.125153051513,-0.125140794658,-0.285714285714,0,-0.012,0,0.8582,0.003488448939,0.85122514668,0.864899756887,0,0,0,0.000383998370677,0.6119,0.00487317545344,0.602307519537,0.621406541627,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.079,0.00269738762509,0.0738734242424,0.0844499023857,0.0114568631772,0.2417,0.00428113431231,0.233409342583,0.250189030975,0.04,0.035,-0.005,-0.125,0.0127951844223,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.725,1,1,10000,10000,0,0.0399738,0.036199,-0.0037748,-0.0037748,-0,0.00274700556315,2.74700556315e-05,-0.0943834502668,-0.0944318528636,-0.241379310345,0,-0.01,0,0.7427,0.0043714609686,0.734040035777,0.751173571414,0,0,0,0.000383998370677,0.4435,0.00496797493955,0.43378648946,0.453256902356,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.1558,0.00362665631126,0.148824192397,0.163040152082,0.00954245215735,0.1219,0.00327170276767,0.115632357693,0.128458021875,0.04,0.03625,-0.00375,-0.09375,-0.902801229554,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.75,1,1,10000,10000,0,0.0399846,0.0374656,-0.002519,-0.002519,-0,0.00223148761003,2.23148761003e-05,-0.0630884868404,-0.0629992547131,-0.190476190476,0,-0.008,0,0.5696,0.00495132143978,0.559870688624,0.579275858803,0,0,0,0.000383998370677,0.2455,0.00430383259433,0.237163424242,0.254032030928,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.2798,0.00448900835375,0.271087544784,0.288681568099,0.0072301439154,0.039,0.0019359493795,0.0353792328169,0.0429748136809,0.04,0.0375,-0.0025,-0.0625,-0.851449943734,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.775,1,1,10000,10000,0,0.039974,0.0387236,-0.0012504,-0.0012504,-0,0.00158162890559,1.58162890559e-05,-0.031241528488,-0.0312803322159,-0.125,0,-0.004,0,0.3124,0.00463471940898,0.303389613547,0.321554462642,0,0,0,0.000383998370677,0.0729,0.00259972286985,0.0679669816398,0.0781610297684,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.5356,0.00498731029714,0.525813248497,0.545359410819,0.00413686439449,0.0039,0.000623280835579,0.00285436086877,0.00532664231461,0.04,0.03875,-0.00125,-0.03125,-0.0252903825028,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.8,1,1,10000,10000,0,0.0399674,0.0399674,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0,0,0,0.000383998370677,1,0,0.999616001629,1,0,0,0,0,0.000383998370677,0.04,0.04,0,0,0,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.825,1,1,10000,10000,0,0.0399728,0.0412208,0.001248,0.001248,-0,0.00155933933251,1.55933933251e-05,0.0329501496936,0.0312212304367,0,0.142857142857,0,0.004,0,0,0,0.000383998370677,0.3233,0.00467736154258,0.314201901512,0.332533803513,0,0,0,0.000383998370677,0.0749,0.00263229918512,0.0699024344934,0.0802240409213,0.4683,0.00498994098161,0.458533938515,0.478090406982,0.5317,0.00498994098161,0.521909593018,0.541466061485,0.0041531975933,0.0029,0.000537735064879,0.00201999663356,0.00416177454657,0.04,0.04125,0.00125,0.03125,-0.128259446696,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.85,1,1,10000,10000,0,0.0399728,0.042487,0.0025142,0.0025142,-0,0.00221767675034,2.21767675034e-05,0.0665800882645,0.0628977704839,0,0.222222222222,0,0.008,0,0,0,0.000383998370677,0.5586,0.0049655416623,0.548847057624,0.568307937767,0,0,0,0.000383998370677,0.2432,0.00429014871537,0.23489111008,0.251706111483,0.7182,0.00449876383021,0.709300091401,0.72693233171,0.2818,0.00449876383021,0.27306766829,0.290699908599,0.00721766296376,0.0372,0.00189251578593,0.0336649082959,0.041090520596,0.04,0.0425,0.0025,0.0625,0.640309729441,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.875,1,1,10000,10000,0,0.0399728,0.043724,0.0037512,0.0037512,-0,0.00271654864187,2.71654864187e-05,0.0990764582469,0.0938438137934,0,0.285714285714,0,0.01,0,0,0,0.000383998370677,0.7192,0.00449389986537,0.710309234675,0.72792242044,0,0,0,0.000383998370677,0.4171,0.0049307969944,0.407469452195,0.426794214734,0.8489,0.00358146324845,0.841746553173,0.855785492764,0.1511,0.00358146324845,0.144214507236,0.158253446827,0.009534317815,0.1222,0.00327516656065,0.11592545923,0.128764689939,0.04,0.04375,0.00375,0.09375,0.0441736982548,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.9,1,1,10000,10000,0,0.0399728,0.044985,0.0050122,0.0050122,-0,0.00314617879405,3.14617879405e-05,0.1324442381,0.12539026538,0,0.352941176471,0,0.012,0,0,0,0.000383998370677,0.8254,0.0037962460405,0.817834920787,0.832715173073,0,0,0,0.000383998370677,0.5815,0.00493313034492,0.571801752239,0.591135656027,0.9158,0.00277687522226,0.910196461142,0.921084205813,0.0842,0.00277687522226,0.0789157941874,0.0898035388576,0.0114434254268,0.2469,0.0043120805883,0.238546731261,0.255447648715,0.04,0.045,0.005,0.125,0.38777198623,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.925,1,1,10000,10000,0,0.0399728,0.0462092,0.0062364,0.0062364,-0,0.00348512978997,3.48512978997e-05,0.164726174495,0.156016090942,0,0.4,0,0.014,0,0,0,0.000383998370677,0.8972,0.00303697481056,0.89109430335,0.903000648344,0,0,0,0.000383998370677,0.7069,0.00455183907888,0.697900469327,0.715740632147,0.959,0.00198290191386,0.954934079229,0.962713410267,0.041,0.00198290191386,0.037286589733,0.0450659207712,0.0130750240799,0.3758,0.00484328772633,0.366356726017,0.385338659178,0.04,0.04625,0.00625,0.15625,-0.390229369337,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.95,1,1,10000,10000,0,0.0399728,0.0474462,0.0074734,0.0074734,-0,0.00383152195557,3.83152195557e-05,0.197222544478,0.186962134251,0.0344827586207,0.466666666667,0.002,0.016,0,0,0,0.000383998370677,0.9383,0.00240609870953,0.93341372923,0.942849657798,0,0,0,0.000383998370677,0.8005,0.0039962451126,0.792552765859,0.808216451121,0.9779,0.0014700880926,0.974829881507,0.98060309285,0.0221,0.0014700880926,0.0193969071497,0.0251701184929,0.0144784166578,0.513,0.00499830971429,0.503200380827,0.522789635215,0.04,0.0475,0.0075,0.1875,-0.694241095534,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,0.975,1,1,10000,10000,0,0.0399728,0.0487124,0.0087396,0.0087396,-0,0.00414095479215,4.14095479215e-05,0.230852483048,0.218638674299,0.0416666666667,0.533333333333,0.002,0.018,0,0,0,0.000383998370677,0.9626,0.00189739927269,0.95870000119,0.966144723518,0,0,0,0.000383998370677,0.8696,0.00336742988049,0.862857774153,0.876058374251,0.9866,0.00114980172204,0.984152274506,0.98867401828,0.0134,0.00114980172204,0.01132598172,0.0158477254943,0.015769247279,0.6361,0.00481120348769,0.626619618097,0.645475857547,0.04,0.04875,0.00875,0.21875,-0.251149807762,,,,,,,,
A,sample_size,paired,shared,500,0.05,0,0.8,1,1,1,10000,10000,0,0.0399728,0.0499604,0.0099876,0.0099876,-0,0.00443840243574,4.43840243574e-05,0.263802632742,0.249859904735,0.05,0.588235294118,0.002,0.02,0,0,0,0.000383998370677,0.9768,0.00150538234346,0.973661304559,0.979572514594,0,0,0,0.000383998370677,0.9132,0.0028154175534,0.907521993302,0.918560670445,0.9934,0.000809718469593,0.991612549226,0.994808521182,0.0066,0.000809718469593,0.00519147881793,0.00838745077425,0.0169419762728,0.7363,0.00440638525324,0.727574086362,0.744844436008,0.04,0.05,0.01,0.25,-0.279379803421,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.6,1,1,10000,10000,0,0.039956,0.030003,-0.009953,-0.009953,-0,0.0115496982884,0.000115496982884,-0.210152983081,-0.24909900891,-0.636363636364,0.461538461538,-0.032,0.012,0.7698,0.00420960758266,0.761446651702,0.777946142778,0.1672,0.00373154338043,0.160014391753,0.174641197562,0.7116,0.00453018145332,0.702641086523,0.720396405366,0.1263,0.003321871611,0.119932420131,0.132954580251,0.1715,0.00376945287807,0.164238493184,0.179013793745,0.0491,0.00216076815045,0.0450353916832,0.0535108980475,0.0453450656634,0.1331,0.00339682778486,0.126583016409,0.139898761596,0.04,0.03,-0.01,-0.25,0.406937037024,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.625,1,1,10000,10000,0,0.039956,0.0312556,-0.0087004,-0.0087004,-0,0.0116633032673,0.000116633032673,-0.177081808183,-0.217749524477,-0.617682072829,0.5,-0.032,0.014,0.733,0.00442392359789,0.724241000694,0.741580056065,0.1972,0.00397884606387,0.1895185102,0.205114039214,0.6709,0.00469886358602,0.661626305831,0.680042443526,0.1505,0.00357560833985,0.143626204339,0.157642210522,0.2033,0.0040245386071,0.195526673293,0.211301191341,0.0507,0.00219384388688,0.0465700404698,0.0551750204661,0.0457417199101,0.112,0.00315366453511,0.105967313571,0.118330669164,0.04,0.03125,-0.00875,-0.21875,0.425265457507,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.65,1,1,10000,10000,0,0.039956,0.032509,-0.007447,-0.007447,-0,0.0117586911551,0.000117586911551,-0.144209264072,-0.18638001802,-0.592592592593,0.571428571429,-0.03,0.016,0.6919,0.00461708122086,0.682778435352,0.700874186073,0.2292,0.00420318165203,0.221066827562,0.237541145956,0.6297,0.00482884986306,0.620187509851,0.639112880972,0.179,0.0038335231837,0.171610127618,0.186636399336,0.2369,0.00425180420528,0.228668634501,0.245333425441,0.0576,0.00232985493111,0.0532011664835,0.0623385952749,0.0461331944838,0.0944,0.00292384404509,0.0888241045606,0.100287394918,0.04,0.0325,-0.0075,-0.1875,0.450730436753,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.675,1,1,10000,10000,0,0.039956,0.0337664,-0.0061896,-0.0061896,-0,0.0118621635013,0.000118621635013,-0.111063917489,-0.154910401442,-0.571428571429,0.625,-0.03,0.01605,0.6527,0.00476112077142,0.643311345788,0.661971381109,0.263,0.00440262421744,0.254463199632,0.271718815596,0.5859,0.00492565924522,0.576214697218,0.595519331862,0.2099,0.00407237019437,0.202030454158,0.217992341697,0.2738,0.00445907568897,0.265148479128,0.282625241735,0.0589,0.00235437443921,0.0544526703844,0.0636860929782,0.0465222934323,0.0792,0.00270050661914,0.0740672406984,0.0846559323304,0.04,0.03375,-0.00625,-0.15625,0.509181988541,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.7,1,1,10000,10000,0,0.039956,0.0349974,-0.0049586,-0.0049586,-0,0.0119537347811,0.000119537347811,-0.0786486881266,-0.124101511663,-0.555555555556,0.666666666667,-0.028,0.018,0.6123,0.0048722552273,0.602709168491,0.621804585475,0.2971,0.00456980951463,0.288222632102,0.306133194437,0.5424,0.00498198996386,0.532621058952,0.552146377986,0.2399,0.00427022235955,0.231631406989,0.248368348964,0.3108,0.00462821088543,0.301802976664,0.319942328319,0.0601,0.00237672021913,0.0556084670011,0.0649293747654,0.0468993997735,0.0682,0.0025208879388,0.0634231276805,0.0733084933124,0.04,0.035,-0.005,-0.125,0.346335273101,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.725,1,1,10000,10000,0,0.039956,0.0362582,-0.0036978,-0.0036978,-0,0.0120501118534,0.000120501118534,-0.0455084686737,-0.0925468014816,-0.529457720588,0.733333333333,-0.028,0.02,0.5679,0.00495368135834,0.558166718747,0.577581134274,0.3363,0.00472442917187,0.32710471413,0.345621006936,0.4987,0.00499998309997,0.488902594118,0.508498404278,0.2738,0.00445907568897,0.265148479128,0.282625241735,0.3491,0.00476685630159,0.339816692954,0.358499197754,0.0618,0.00240791943387,0.0572467395709,0.0666897966012,0.0472806661823,0.0584,0.00234498272915,0.0539712467459,0.0631679006151,0.04,0.03625,-0.00375,-0.09375,0.433190999677,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.75,1,1,10000,10000,0,0.039956,0.03752,-0.002436,-0.002436,-0,0.012150550094,0.00012150550094,-0.0123427918232,-0.0609670637701,-0.518518518519,0.777976190476,-0.026,0.022,0.5228,0.00499479889485,0.513003494758,0.532578994916,0.3736,0.00483759278981,0.364168726112,0.383128348676,0.4527,0.0049775768201,0.442964148213,0.462472178032,0.309,0.00462081161702,0.300018161338,0.31812852604,0.3878,0.00487248560798,0.378294924852,0.397391244383,0.0633,0.00243501765907,0.0586931158488,0.0682422683282,0.0476584058547,0.0526,0.00223233599622,0.0483939705289,0.0571496312132,0.04,0.0375,-0.0025,-0.0625,0.526725123594,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.775,1,1,10000,10000,0,0.039956,0.038752,-0.001204,-0.001204,-0,0.0122445978708,0.000122445978708,0.0201099837681,-0.0301331464611,-0.48389540567,0.833333333333,-0.026,0.022,0.4824,0.00499690143989,0.472614889754,0.492198626988,0.4116,0.00492123399159,0.401990296424,0.421277594488,0.4115,0.00492105425697,0.401890686892,0.42117728082,0.3461,0.00475725540622,0.336836651151,0.355481543547,0.4284,0.0049484688541,0.418730496917,0.438124491649,0.0618,0.00240791943387,0.0572467395709,0.0666897966012,0.0480236701237,0.0502,0.0021835741343,0.0460903329467,0.0546551119875,0.04,0.03875,-0.00125,-0.03125,0.375675873437,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.8,1,1,10000,10000,0,0.039956,0.040009,5.3e-05,5.3e-05,-0,0.0123310987588,0.000123310987588,0.053199537968,0.00132645910502,-0.473684210526,0.875,-0.024,0.024,0.4373,0.00496053132235,0.427603451029,0.447044702367,0.4465,0.00497129510289,0.436778833828,0.456262253998,0.3706,0.00482965464604,0.361185427413,0.380113951365,0.3823,0.00485949287478,0.372822487193,0.391867906024,0.4673,0.00498929564167,0.457535586627,0.477089526867,0.0672,0.0025036804908,0.0624571990867,0.072275189903,0.048392717093,0.0487,0.00215240121725,0.0446519209746,0.0530946759548,0.04,0.04,0,0,0.42980760301,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.825,1,1,10000,10000,0,0.039956,0.0412714,0.0013154,0.0013154,-0,0.012434628456,0.00012434628456,0.0863922808754,0.0329212133347,-0.448275862069,0.928571428571,-0.024,0.026,0.3976,0.00489401920715,0.388048981289,0.407229661578,0.4836,0.00499730967622,0.473813629289,0.493398965858,0.3288,0.00469777138652,0.319659811058,0.338071669984,0.4167,0.00493012281794,0.407070926388,0.42639304774,0.5093,0.00499913502518,0.499500184974,0.519092672657,0.0624,0.00241880631717,0.0578251970299,0.0673108783441,0.0487587757948,0.0496,0.00217117111256,0.0455148389118,0.0540310668205,0.04,0.04125,0.00125,0.03125,0.525950576099,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.85,1,1,10000,10000,0,0.039956,0.0425084,0.0025524,0.0025524,-0,0.0125314068586,0.000125314068586,0.119031618615,0.0638802682951,-0.428571428571,1,-0.022,0.028,0.3569,0.00479084950713,0.347566699887,0.366343200447,0.5209,0.0049956299903,0.511102596377,0.530681352491,0.2941,0.00455637125353,0.285250106422,0.303108024108,0.4533,0.00497814332859,0.44356280812,0.463073057328,0.5483,0.00497661642082,0.53852931923,0.558033586528,0.0626,0.00242242110295,0.0580180438976,0.067517877877,0.0491145613194,0.0532,0.00224432083268,0.0489702817746,0.0577728591695,0.04,0.0425,0.0025,0.0625,0.418149379326,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.875,1,1,10000,10000,0,0.039956,0.0437638,0.0038078,0.0038078,-0,0.0126055602484,0.000126055602484,0.151986311928,0.0952998298128,-0.407407407407,1.0625,-0.02,0.028,0.3162,0.00464991999931,0.307158379817,0.325382777984,0.558,0.0049662460672,0.548245908214,0.567709547975,0.2594,0.0043830541863,0.250902914316,0.2680818657,0.4917,0.00499931105254,0.481906598536,0.501499775837,0.5857,0.00492600761266,0.576014091627,0.595320091052,0.0645,0.00245641507079,0.0598507666127,0.0694836959681,0.0494718794235,0.0581,0.00233932447514,0.0536824379699,0.0628569397901,0.04,0.04375,0.00375,0.09375,0.458527815196,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.9,1,1,10000,10000,0,0.039956,0.0450108,0.0050548,0.0050548,-0,0.0127079009295,0.000127079009295,0.184824610017,0.126509160076,-0.384615384615,1.08333333333,-0.02,0.03,0.284,0.00450936802668,0.275246052547,0.292919834749,0.5954,0.00490814465964,0.585745357194,0.604981375916,0.2298,0.00420704124059,0.221659037466,0.238148475254,0.5286,0.00499181369845,0.518807115072,0.538370920221,0.6253,0.00484045359445,0.61576646995,0.634737300058,0.0585,0.00234686493007,0.05406752393,0.0632715466313,0.0498230086999,0.0663,0.00248805767618,0.061588129514,0.0713449506727,0.04,0.045,0.005,0.125,0.431227787373,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.925,1,1,10000,10000,0,0.039956,0.0462652,0.0063092,0.0063092,-0,0.0127972798827,0.000127972798827,0.217831799011,0.157903694063,-0.363636363636,1.14285714286,-0.018,0.032,0.2504,0.00433243395795,0.242005520959,0.258986171028,0.6298,0.00482858115806,0.620287997793,0.63921231623,0.2015,0.0040112061777,0.19375347777,0.209475769257,0.5617,0.00496178506185,0.55195322577,0.571399388831,0.6623,0.00472925691838,0.652970074118,0.671505280011,0.0554,0.00228759349536,0.0510847358682,0.060056715483,0.0501730280836,0.0762,0.00265317847119,0.0711610564576,0.0815644205613,0.04,0.04625,0.00625,0.15625,0.462598306378,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.95,1,1,10000,10000,0,0.039956,0.0475054,0.0075494,0.0075494,-0,0.0128851683107,0.000128851683107,0.250423475339,0.188942837121,-0.344827586207,1.2,-0.018,0.032,0.2228,0.00416125173475,0.214751412178,0.231061476519,0.6638,0.00472408255643,0.654479633611,0.672994568523,0.1766,0.00381329830986,0.169250661007,0.184197709139,0.5986,0.00490181639803,0.588956524328,0.608167751193,0.6956,0.00460152844172,0.686507478855,0.704542300982,0.0519,0.00221825133833,0.0477218074297,0.0564223319101,0.0505155568145,0.087,0.00281835058146,0.0816335098082,0.092683672846,0.04,0.0475,0.0075,0.1875,0.383386532552,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,0.975,1,1,10000,10000,0,0.039956,0.0487596,0.0088036,0.0088036,-0,0.0129622771573,0.000129622771573,0.283445731815,0.220332365602,-0.321428571429,1.25,-0.016,0.034,0.1944,0.00395738095209,0.186761627267,0.202273072537,0.696,0.00459982608367,0.686910659779,0.70493881286,0.1527,0.0035969808173,0.145783501967,0.159883223301,0.6346,0.00481542147688,0.625111931874,0.643984695764,0.7266,0.0044570443121,0.717778583601,0.735247388338,0.0495,0.00216909543359,0.0454189398654,0.0539270426666,0.0508592435192,0.0997,0.00299599582777,0.093980786202,0.105726642894,0.04,0.04875,0.00875,0.21875,0.413507590908,,,,,,,,
A,sample_size,repeated,shared,500,0.05,0,0.8,1,1,1,10000,10000,0,0.039956,0.0500116,0.0100556,0.0100556,-0,0.0130644700114,0.000130644700114,0.31643687824,0.251666833517,-0.297364864865,1.29426470588,-0.016,0.036,0.1712,0.00376683633836,0.163943733005,0.178708784323,0.7265,0.00445755257961,0.717677626438,0.7351484223,0.1302,0.0033652334243,0.123746004048,0.136938001147,0.6683,0.00470823863032,0.659008940519,0.67746180563,0.7558,0.00429611871344,0.747282579073,0.76412096736,0.0451,0.00207523468552,0.0412043266489,0.0493450350687,0.0511985012328,0.1177,0.00322252556235,0.111530275174,0.12416332998,0.04,0.05,0.01,0.25,0.425581749215,,,,,,,,
A,sample_size,paired,shared,1000,0.05,0,0.8,0.6,1,1,10000,10000,0,0.040055,0.0300207,-0.0100343,-0.0100343,-0,0.00313316216952,3.13316216952e-05,-0.250602007752,-0.250513044564,-0.391304347826,-0.121212121212,-0.017,-0.004,0.9997,0.000173179098046,0.999118264228,0.999897967801,0,0,0,0.000383998370677,0.9898,0.0010047865445,0.987633987574,0.991589847622,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0121996664801,0.9904,0.000975081535052,0.988291672413,0.992131701985,0.04,0.03,-0.01,-0.25,-1.09474065319,,,,,,,,
A,sample_size,paired,shared,1000,0.05,0,0.8,0.625,1,1,10000,10000,0,0.0399998,0.0312977,-0.0087021,-0.0087021,-0,0.00294893628492,2.94893628492e-05,-0.217498120595,-0.217553587768,-0.352941176471,-0.09375,-0.015,-0.003,0.9975,0.000499374608886,0.996311919232,0.998306002389,0,0,0,0.000383998370677,0.9683,0.00175200199772,0.964682265802,0.971558081324,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0002,0.000141407213395,5.48489273209e-05,0.000728995844007,0.0113397339511,0.9746,0.00157336709003,0.971329222085,0.977506286661,0.04,0.03125,-0.00875,-0.21875,1.62431451113,,,,,,,,
A,sample_size,paired,shared,1000,0.05,0,0.8,0.65,1,1,10000,10000,0,0.0400036,0.0325407,-0.0074629,-0.0074629,-0,0.00273769484919,2.73769484919e-05,-0.186499901038,-0.186555709986,-0.315789473684,-0.0714285714286,-0.013,-0.003,0.9932,0.000821812630713,0.991389100163,0.994632123844,0,0,0,0.000383998370677,0.9212,0.00269426353574,0.915756137526,0.926320382247,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0004,0.000199959995999,0.000155562836623,0.00102812833536,0.0104776991486,0.9373,0.00242422585581,0.932378627518,0.941885527507,0.04,0.0325,-0.0075,-0.1875,1.35515468464,,,,,,,,
A,sample_size,paired,shared,1000,0.05,0,0.8,0.675,1,1,10000,10000,0,0.0400095,0.0337931,-0.0062164,-0.0062164,-0,0.00250023922048,2.50023922048e-05,-0.155325111925,-0.155373098889,-0.277810077519,-0.05,-0.012,-0.002,0.9763,0.00152112819973,0.973130711586,0.979103491566,0,0,0,0.000383998370677,0.8312,0.00374575172696,0.82373158924,0.83841405024,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0017,0.00041195994951,0.00106170736112,0.0027209854151,0.0095273557441,0.8628,0.00344058367141,0.855917120968,0.869404249814,0.04,0.03375,-0.00625,-0.15625,1.34387140738,,,,,,,,
A,sample_size,paired,shared,1000,0.05,0,0.8,0.7,1,1,10000,10000,0,0.0400112,0.0350397,-0.0049715,-0.0049715,-0,0.00223405166652,2.23405166652e-05,-0.124210751106,-0.124252709241,-0.236842105263,-0.0277777777778,-0.01,-0.001,0.9313,0.0025294329404,0.926174969816,0.93609379319,0,0,0,0.000383998370677,0.6622,0.00472959998309,0.652869440526,0.671405990403,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0064,0.00079743589084,0.00501544280103,0.0081636403905,0.00846471566576,0.7326,0.00442602801618,0.723837032304,0.741184331654,0.04,0.035,-0.005,-0.125,1.27570908171,,,,,,,,
A,sample_size,paired,shared,1000,0.05,0,0.8,0.725,1,1,10000,10000,0,0.0400206,0.0362946,-0.003726,-0.003726,-0,0.00193708524075,1.93708524075e-05,-0.0930856580937,-0.093102052443,-0.194444444444,-0.0192307692308,-0.008,-0.001,0.8261,0.0037902346893,0.818546425568,0.833403130695,0,0,0,0.000383998370677,0.4187,0.00493346034746,0.409063620756,0.428398817379,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0242,0.00153669645669,0.0213658773938,0.0273995354558,0.00722564482486,0.5107,0.00499885496889,0.50090019596,0.520491586475,0.04,0.03625,-0.00375,-0.09375,1.2389749039,,,,,,,,
