architecture,family,design,coupling,N,p,g,se_A,se_B,sp_A,sp_B,R,valid_R,undefined_R,mean_A,mean_B,delta,bias,true_change,delta_sd,delta_mcse,mean_RC,ratio_of_means_RC,RC_q025,RC_q975,delta_q025,delta_q975,improve_5,improve_5_mcse,improve_5_lo,improve_5_hi,deteriorate_5,deteriorate_5_mcse,deteriorate_5_lo,deteriorate_5_hi,improve_10,improve_10_mcse,improve_10_lo,improve_10_hi,deteriorate_10,deteriorate_10_mcse,deteriorate_10_lo,deteriorate_10_hi,direction_reversal,direction_reversal_mcse,direction_reversal_lo,direction_reversal_hi,masked,masked_mcse,masked_lo,masked_hi,mean_naive_CI_width,naive_CI_excludes_zero,naive_CI_excludes_zero_mcse,naive_CI_excludes_zero_lo,naive_CI_excludes_zero_hi,expected_A,expected_B,expected_delta,expected_RC,analytic_z_delta,e,q,n_A,n_B,d_A,d_B,f_A,f_B
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.775,1,1,10000,10000,0,0.04000694,0.03874737,-0.00125957,-0.00125957,-0,0.00275721646582,2.75721646582e-05,-0.0291494548551,-0.0314837875629,-0.157004830918,0.111675456523,-0.0067,0.0042,0.3908,0.00487929667063,0.38128043124,0.400403434004,0.1239,0.00329467433899,0.117586603568,0.130502240006,0.1491,0.00356187015485,0.142253647803,0.156215842254,0.0341,0.00181486060071,0.0307180293535,0.0378397803283,0.3209,0.00466822439478,0.311820720776,0.33011682744,0.0961,0.00294728332537,0.0904775548269,0.102032639057,0.0107797146111,0.0733,0.0026062829854,0.0683539844864,0.0785737197231,0.04,0.03875,-0.00125,-0.03125,-0.347089179201,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.8,1,1,10000,10000,0,0.04000694,0.03999432,-1.262e-05,-1.262e-05,-0,0.00278425357006,2.78425357006e-05,0.00210831530073,-0.000315445270246,-0.127185364136,0.14536452739,-0.0054,0.0054,0.2328,0.00422615853938,0.224620440753,0.241184767976,0.2418,0.00428173749779,0.233508122725,0.250290174034,0.0647,0.00245995751996,0.060043754915,0.0696905540665,0.0867,0.00281394935989,0.0813422427148,0.0923751703384,0.4835,0.0049972767584,0.473713732169,0.493298939777,0.1142,0.00318054020569,0.108113838845,0.120582454298,0.0108612896932,0.0497,0.00217324434889,0.0456107427312,0.0541350862015,0.04,0.04,0,0,-0.453263313935,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.825,1,1,10000,10000,0,0.04000694,0.04124371,0.00123677,0.00123677,-0,0.00278381643261,2.78381643261e-05,0.0333855119342,0.0309138864407,-0.0981944676817,0.179072264986,-0.0041025,0.0067,0.1202,0.00325195264418,0.113971687704,0.126719997458,0.3968,0.00489233850014,0.387252580687,0.406426676576,0.0237,0.00152112819973,0.0208965084337,0.0268692884142,0.1705,0.00376071469271,0.163255991339,0.177997063588,0.6682,0.00470859596908,0.658908278968,0.67736254398,0.1064,0.00308348893301,0.100506884958,0.11259539856,0.0109421770588,0.0695,0.00254302477377,0.0646792901938,0.0746513324034,0.04,0.04125,0.00125,0.03125,-0.475246853384,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.85,1,1,10000,10000,0,0.04000694,0.04250355,0.00249661,0.00249661,-0,0.00282870812684,2.82870812684e-05,0.0649904417943,0.0624044228326,-0.0712644958145,0.216803032188,-0.0031,0.0081,0.0514,0.00220812227922,0.0472418249706,0.0559026983676,0.5725,0.00494715827521,0.56277772995,0.582166590287,0.0088,0.000933946465275,0.00714877589421,0.0108284641051,0.3091,0.00462122483764,0.300117313534,0.318229297044,0.8069,0.00394730781673,0.799046157602,0.814518144198,0.0835,0.00276636494339,0.0782366419844,0.0890832286583,0.011022941763,0.1468,0.00353906428311,0.139999195511,0.153872060938,0.04,0.0425,0.0025,0.0625,-0.11984269313,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.875,1,1,10000,10000,0,0.04000694,0.0437528,0.00374586,0.00374586,-0,0.00281207959339,2.81207959339e-05,0.0962339736357,0.0936302551507,-0.0421605529502,0.248604115151,-0.0018,0.0093,0.0189,0.00136171913404,0.0164099461824,0.0217595370499,0.7266,0.0044570443121,0.717778583601,0.735247388338,0.0015,0.00038700775186,0.000909261825593,0.00247358454997,0.4637,0.00498680569102,0.453941846419,0.473486031862,0.9048,0.00293490987937,0.898891244094,0.910397870825,0.0507,0.00219384388688,0.0465700404698,0.0551750204661,0.0111021862759,0.2626,0.00440046861141,0.254067575473,0.271314746954,0.04,0.04375,0.00375,0.09375,-0.147222006437,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.9,1,1,10000,10000,0,0.04000694,0.04500137,0.00499443,0.00499443,-0,0.00284985159974,2.84985159974e-05,0.127558457168,0.124839090418,-0.0139876516926,0.286864390958,-0.0006,0.0107,0.0053,0.000726079196782,0.00405452288778,0.00692540510017,0.8498,0.00357267350873,0.842663422073,0.856667932667,0.0002,0.000141407213395,5.48489273209e-05,0.000728995844007,0.6309,0.00482561073855,0.621393393875,0.640306075351,0.9568,0.00203307058412,0.952636749863,0.960612429225,0.0289,0.00167525490598,0.0257931122484,0.0323686910165,0.0111806701971,0.4173,0.00493113283131,0.40766871755,0.42699479578,0.04,0.045,0.005,0.125,-0.195448773561,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.925,1,1,10000,10000,0,0.04000694,0.04625649,0.00624955,0.00624955,-0,0.00285317469814,2.85317469814e-05,0.158966568412,0.156211647279,0.0143515098478,0.320416799405,0.0006,0.0119,0.001,0.000316069612586,0.000543285986497,0.00183994438744,0.9258,0.0026209608925,0.920497888947,0.930775098041,0,0,0,0.000383998370677,0.7763,0.00416723301484,0.768027153731,0.784360648769,0.986,0.00117490425142,0.983503497633,0.988123255951,0.0114,0.00106160444611,0.00949887105305,0.0136763721548,0.0112587414306,0.5864,0.00492478466534,0.576716218366,0.596017426715,0.04,0.04625,0.00625,0.15625,-0.0157719048992,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.95,1,1,10000,10000,0,0.04000694,0.04750058,0.00749364,0.00749364,-0,0.00286582009953,2.86582009953e-05,0.190122710885,0.187308501975,0.0455694684759,0.352777777778,0.0019,0.0131,0.0002,0.000141407213395,5.48489273209e-05,0.000728995844007,0.9706,0.00168924953752,0.967104128947,0.973734451786,0,0,0,0.000383998370677,0.8784,0.00326823254987,0.871848658764,0.884660731269,0.9944,0.000746233207516,0.992735569485,0.995684732926,0.0049,0.000698282893962,0.00370862676283,0.00647160842381,0.0113354045477,0.7376,0.00439938904849,0.728887290814,0.74613023316,0.04,0.0475,0.0075,0.1875,-0.221926002998,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,0.975,1,1,10000,10000,0,0.04000694,0.04875366,0.00874672,0.00874672,-0,0.00293043204746,2.93043204746e-05,0.221602690437,0.218630067683,0.0707512249108,0.392572944297,0.003,0.0146,0.0002,0.000141407213395,5.48489273209e-05,0.000728995844007,0.9876,0.00110662730854,0.985236160886,0.989589363903,0.0001,9.9994999875e-05,1.76526736011e-05,0.000566268897401,0.9394,0.00238595138257,0.934552746729,0.943909795503,0.9982,0.000423882059068,0.997156312015,0.998861072008,0.0009,0.000299864969611,0.000473577060585,0.00170973011302,0.0114119411929,0.8535,0.00353606773125,0.84643369249,0.860294820662,0.04,0.04875,0.00875,0.21875,-0.111928887852,,,,,,,,
A,sample_size,repeated,shared,10000,0.05,0,0.8,1,1,1,10000,10000,0,0.04000694,0.05000578,0.00999884,0.00999884,-0,0.00294143329984,2.94143329984e-05,0.252966308252,0.249927637555,0.0990278505326,0.421493342516,0.0042,0.0157,0,0,0,0.000383998370677,0.9957,0.000654332484292,0.994213378417,0.996805925598,0,0,0,0.000383998370677,0.974,0.00159135162676,0.970694284357,0.976941685187,0.9995,0.000223550889061,0.998829974054,0.999786411574,0.0004,0.000199959995999,0.000155562836623,0.00102812833536,0.011487663313,0.925,0.00263391343821,0.919672837004,0.930000764381,0.04,0.05,0.01,0.25,-0.039436556323,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.6,1,1,10000,10000,0,0.00797915,0.00598735,-0.0019918,-0.0019918,-0,0.00100582499889,1.00582499889e-05,-0.249237521272,-0.249625586685,-0.5,-0.0555555555556,-0.004,-0.0005,0.9802,0.00139312454576,0.977279433865,0.982751774099,0,0,0,0.000383998370677,0.9184,0.00273754342431,0.912872473422,0.923606196741,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0179,0.00132588046218,0.0154803597113,0.0206898915177,0.00375422024258,0.5639,0.00495899979835,0.554157836829,0.57359308818,0.008,0.006,-0.002,-0.25,0.815251162881,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.625,1,1,10000,10000,0,0.00799645,0.00624085,-0.0017556,-0.0017556,-0,0.000946761995344,9.46761995344e-06,-0.219092371586,-0.219547424169,-0.45,0,-0.004,0,0.9642,0.00185791173095,0.960376646066,0.967666849846,0,0,0,0.000383998370677,0.8737,0.003321871611,0.867045419749,0.880067579869,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0327,0.00177850245994,0.0293896944976,0.0363691903797,0.00349196034759,0.4642,0.00498716713175,0.454440946418,0.473986547865,0.008,0.00625,-0.00175,-0.21875,-0.591489733168,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.65,1,1,10000,10000,0,0.0079878,0.0064844,-0.0015034,-0.0015034,-0,0.000867360173957,8.67360173957e-06,-0.188539272194,-0.188212023336,-0.4,0,-0.0035,0,0.9436,0.00230692522636,0.938905827984,0.947953488662,0,0,0,0.000383998370677,0.8094,0.00392774286327,0.801583517619,0.816978864189,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0495,0.00216909543359,0.0454189398654,0.0539270426666,0.00319843508085,0.3554,0.00478634348955,0.346076102277,0.364834950051,0.008,0.0065,-0.0015,-0.1875,-0.391994018412,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.675,1,1,10000,10000,0,0.0079875,0.00673735,-0.00125015,-0.00125015,-0,0.000789279591607,7.89279591607e-06,-0.157057401108,-0.156513302034,-0.363636363636,0,-0.003,0,0.9055,0.00292523076013,0.899609928138,0.911078649183,0,0,0,0.000383998370677,0.7132,0.00452267354559,0.704255178258,0.721981084837,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.0805,0.00272065708975,0.0753272882463,0.0859948863867,0.00286516316662,0.2449,0.00430027894444,0.236570615187,0.253425300782,0.008,0.00675,-0.00125,-0.15625,-0.0190046723108,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.7,1,1,10000,10000,0,0.0079943,0.00698655,-0.00100775,-0.00100775,-0,0.000722369101784,7.22369101784e-06,-0.125880535618,-0.126058566729,-0.315789473684,0,-0.0025,0,0.8437,0.00363139518643,0.836450758843,0.850685280677,0,0,0,0.000383998370677,0.5896,0.00491906332547,0.579926196664,0.599204990828,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.1359,0.00342682345621,0.129323197581,0.142756430033,0.0024915295795,0.1495,0.00356580636042,0.142645785259,0.156623397599,0.008,0.007,-0.001,-0.125,-1.07285873397,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.725,1,1,10000,10000,0,0.00799255,0.0072374,-0.00075515,-0.00075515,-0,0.000617747228779,6.17747228779e-06,-0.0943053751771,-0.0944817361168,-0.272727272727,0,-0.002,0,0.7411,0.00438030581124,0.732423325602,0.749591510383,0,0,0,0.000383998370677,0.4405,0.00496447127094,0.430794504546,0.45025119126,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.2237,0.00416723301484,0.215639351231,0.231972846269,0.00205120761624,0.067,0.00250021999032,0.0622640505434,0.0720684920456,0.008,0.00725,-0.00075,-0.09375,-0.833674318569,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.75,1,1,10000,10000,0,0.00799875,0.007492,-0.00050675,-0.00050675,-0,0.000506068224654,5.06068224654e-06,-0.0633394444241,-0.0633536490077,-0.214285714286,0,-0.0015,0,0.589,0.00492015243666,0.579324293687,0.598607354603,0,0,0,0.000383998370677,0.2619,0.00439668500123,0.253375255325,0.2706076047,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.3648,0.00481374033367,0.355418827668,0.374285005492,0.00152820046373,0.0213,0.00144382512792,0.0186485530354,0.0243190870047,0.008,0.0075,-0.0005,-0.0625,-1.33381225518,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.775,1,1,10000,10000,0,0.00798425,0.0077309,-0.00025335,-0.00025335,-0,0.000359654991167,3.59654991167e-06,-0.0318219355782,-0.031731220841,-0.15,0,-0.001,0,0.3497,0.00476875151376,0.340412750218,0.359102679692,0,0,0,0.000383998370677,0.0954,0.00293766642082,0.0897966547336,0.101314076748,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0.605,0.00488850692952,0.595380137577,0.614539222766,0.000860909360167,0.0026,0.000509238647394,0.00177498837017,0.00380701320898,0.008,0.00775,-0.00025,-0.03125,-0.931448216284,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.8,1,1,10000,10000,0,0.0079815,0.0079815,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0,0,0,0.000383998370677,0,0,0,0.000383998370677,1,0,0.999616001629,1,0,0,0,0,0.000383998370677,0.008,0.008,0,0,0,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.825,1,1,10000,10000,0,0.00799495,0.00824685,0.0002519,0.0002519,-0,0.000356733956768,3.56733956768e-06,0.0340570971218,0.0315073890393,0,0.166666666667,0,0.001,0,0,0,0.000383998370677,0.3555,0.0047866454851,0.346175472328,0.364935503201,0,0,0,0.000383998370677,0.0934,0.00290992164843,0.0878517500952,0.0992605173798,0.3939,0.00488613129173,0.384365853074,0.403515631381,0.6061,0.00488613129173,0.596484368619,0.615634146926,0.00085766535392,0.0017,0.00041195994951,0.00106170736112,0.0027209854151,0.008,0.00825,0.00025,0.03125,0.532609796166,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.85,1,1,10000,10000,0,0.00799495,0.00849495,0.0005,0.0005,-0,0.000501073954133,5.01073954133e-06,0.0673283122877,0.0625394780455,0,0.25,0,0.0015,0,0,0,0.000383998370677,0.5834,0.00492995375232,0.57370724503,0.593028704042,0,0,0,0.000383998370677,0.2459,0.00430619542055,0.237558642566,0.254436505406,0.6312,0.00482479595423,0.621694874681,0.640604364146,0.3688,0.00482479595423,0.359395635854,0.378305125319,0.00151383432303,0.0196,0.00138621210498,0.0170618120835,0.0225071335511,0.008,0.0085,0.0005,0.0625,-8.65502717547e-14,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.875,1,1,10000,10000,0,0.00799495,0.0087468,0.00075185,0.00075185,-0,0.000616104322297,6.16104322297e-06,0.101191641897,0.094040613137,0,0.333333333333,0,0.002,0,0,0,0.000383998370677,0.7308,0.00443544090255,0.722019286176,0.739403460176,0,0,0,0.000383998370677,0.4123,0.00492248626204,0.402687574649,0.421979778666,0.7762,0.00416789587202,0.767925893813,0.784261985487,0.2238,0.00416789587202,0.215738014513,0.232074106187,0.0020466026242,0.0676,0.00251058240255,0.0628435335016,0.0726885482893,0.008,0.00875,0.00075,0.09375,0.300273822638,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.9,1,1,10000,10000,0,0.00799495,0.00899395,0.000999,0.000999,-0,0.000710738710745,7.10738710745e-06,0.134356051246,0.124953877135,0,0.4,0,0.0025,0,0,0,0.000383998370677,0.8261,0.0037902346893,0.818546425568,0.833403130695,0,0,0,0.000383998370677,0.5515,0.00497340678007,0.54173437758,0.561226070588,0.8634,0.00343424576872,0.856529302817,0.869991607167,0.1366,0.00343424576872,0.130008392833,0.143470697183,0.00248185172575,0.1418,0.003488448939,0.135100243113,0.14877485332,0.008,0.009,0.001,0.125,-0.140698682214,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.925,1,1,10000,10000,0,0.00799495,0.00923245,0.0012375,0.0012375,-0,0.000795020097668,7.95020097668e-06,0.165923813885,0.154785208163,0,0.454545454545,0,0.003,0,0,0,0.000383998370677,0.8845,0.00319624388932,0.878087292587,0.890617412666,0,0,0,0.000383998370677,0.6715,0.00469667701679,0.662230358451,0.680637930107,0.9121,0.00283149412855,0.906390937247,0.917492571296,0.0879,0.00283149412855,0.0825074287038,0.0936090627533,0.00283868096753,0.2375,0.00425551113264,0.229261143375,0.24594045577,0.008,0.00925,0.00125,0.15625,-1.57228729647,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.95,1,1,10000,10000,0,0.00799495,0.0094843,0.00148935,0.00148935,-0,0.000872030745595,8.72030745595e-06,0.199787143494,0.186286343254,0,0.526315789474,0,0.0035,0,0,0,0.000383998370677,0.9244,0.00264357031304,0.919054160578,0.929419901605,0,0,0,0.000383998370677,0.7603,0.0042690035137,0.751833961585,0.768566128864,0.9442,0.00229535095356,0.939528253496,0.948530602352,0.0558,0.00229535095356,0.0514693976484,0.0604717465041,0.00317259392427,0.3533,0.0047799488491,0.343989434498,0.362723230624,0.008,0.0095,0.0015,0.1875,-1.22128721422,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,0.975,1,1,10000,10000,0,0.00799495,0.0097324,0.00173745,0.00173745,-0,0.00093940446325,9.3940446325e-06,0.23305835866,0.21731843226,0,0.583333333333,0,0.004,0,0,0,0.000383998370677,0.9515,0.00214820273717,0.947113464426,0.955539785045,0,0,0,0.000383998370677,0.8274,0.00377901098173,0.819867908617,0.83468064925,0.9664,0.00180197225284,0.962685241676,0.969756564644,0.0336,0.00180197225284,0.0302434353557,0.0373147583245,0.00347247557574,0.4596,0.00498365167322,0.449849599007,0.469381428062,0.008,0.00975,0.00175,0.21875,-1.3359527755,,,,,,,,
A,prevalence,paired,shared,2000,0.01,0,0.8,1,1,1,10000,10000,0,0.00799495,0.0099843,0.00198935,0.00198935,-0,0.00100506845228,1.00506845228e-05,0.267115455782,0.2488258213,0.0454545454545,0.666666666667,0.0005,0.004,0,0,0,0.000383998370677,0.9699,0.00170862488569,0.96636650034,0.973072617991,0,0,0,0.000383998370677,0.8787,0.00326475588674,0.872155352019,0.884953807615,0.981,0.00136524723036,0.978133606848,0.983496986719,0.019,0.00136524723036,0.016503013281,0.0218663931516,0.0037502717958,0.5613,0.00496228082639,0.551552408251,0.571000513549,0.008,0.01,0.002,0.25,-1.05962931937,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.6,1,1,10000,10000,0,0.00798785,0.00599875,-0.0019891,-0.0019891,-0,0.00262872064077,2.62872064077e-05,-0.19542595409,-0.249015692583,-0.666666666667,0.6,-0.007,0.003,0.7473,0.00434560364046,0.738688916555,0.755721157851,0.1951,0.00396277667804,0.187450790336,0.202983371871,0.6854,0.00464356371766,0.67622905815,0.694428555255,0.1523,0.00359311438727,0.145391227907,0.15947580456,0.1953,0.00396431469487,0.187647701157,0.20318630745,0.057,0.00231842619033,0.0526237683227,0.0617164542337,0.0102810612062,0.1189,0.00323670804986,0.112702040668,0.12539064289,0.008,0.006,-0.002,-0.25,0.414650375203,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.625,1,1,10000,10000,0,0.00798785,0.0062502,-0.00173765,-0.00173765,-0,0.00265466611888,2.65466611888e-05,-0.161649074933,-0.217536633763,-0.65,0.666666666667,-0.007,0.0035,0.7138,0.00451984026266,0.704860497555,0.722575304741,0.2233,0.0041645781299,0.215244704872,0.231567799826,0.645,0.00478513322699,0.635567267012,0.65432137346,0.1758,0.00380649917904,0.168464284735,0.183384699808,0.2234,0.0041652423699,0.215343365446,0.231669062453,0.062,0.0024115555146,0.0574395448041,0.0668968377686,0.0103733336852,0.1011,0.00301461092017,0.0953437970784,0.107162556822,0.008,0.00625,-0.00175,-0.21875,0.465218579172,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.65,1,1,10000,10000,0,0.00798785,0.00649885,-0.001489,-0.001489,-0,0.00267498496341,2.67498496341e-05,-0.128440721495,-0.186408107313,-0.636363636364,0.714285714286,-0.007,0.0035,0.6776,0.00467395164716,0.668372530128,0.686691073651,0.2564,0.00436645210669,0.247936585136,0.26505049887,0.61,0.0048774993593,0.600399779399,0.619515740959,0.2027,0.00402010833187,0.194935580962,0.210692744469,0.2567,0.00436812442588,0.248233194335,0.265353659273,0.0647,0.00245995751996,0.060043754915,0.0696905540665,0.0104638198516,0.088,0.00283294899354,0.0826045416207,0.0937118730367,0.008,0.0065,-0.0015,-0.1875,0.411217264787,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.675,1,1,10000,10000,0,0.00798785,0.0067468,-0.00124105,-0.00124105,-0,0.00269811932321,2.69811932321e-05,-0.0950686691971,-0.155367213956,-0.611111111111,0.777777777778,-0.0065,0.004,0.639,0.00480290537071,0.629534758889,0.648358489564,0.2877,0.00452690523426,0.278910280736,0.296652764972,0.5706,0.00494990545364,0.560873078298,0.580272701132,0.2286,0.00419930994331,0.220474641394,0.236933792922,0.2881,0.00452877897451,0.279306456943,0.297056281567,0.0711,0.00256991809208,0.0662260247724,0.0763033690299,0.0105532616615,0.0751,0.00263552632315,0.07009603942,0.0804302823954,0.008,0.00675,-0.00125,-0.15625,0.331712534839,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.7,1,1,10000,10000,0,0.00798785,0.0070017,-0.00098615,-0.00098615,-0,0.00272118056363,2.72118056363e-05,-0.0609753005204,-0.123456249178,-0.6,0.833333333333,-0.0065,0.0045,0.6036,0.00489149302361,0.593974825959,0.613145609578,0.3236,0.00467849377471,0.314499568517,0.332835906109,0.529,0.00499158291527,0.519207413539,0.538770314556,0.2602,0.00438743615338,0.251694024061,0.268890141558,0.3244,0.00468150232297,0.315293368228,0.333641492,0.0693,0.00253963599754,0.0644860013915,0.074444774805,0.010644395275,0.0636,0.00244039013275,0.058982483333,0.0685526704449,0.008,0.007,-0.001,-0.125,0.508970267726,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.725,1,1,10000,10000,0,0.00798785,0.00724675,-0.0007411,-0.0007411,-0,0.00274294060496,2.74294060496e-05,-0.0280256643627,-0.0927784072059,-0.571428571429,0.888888888889,-0.006,0.0045,0.566,0.00495624858134,0.556262419595,0.57568689262,0.3595,0.00479853884011,0.350150639609,0.368957263934,0.4949,0.00499973989323,0.485104529713,0.50469938707,0.2911,0.00454269512514,0.282278046629,0.30008238789,0.3602,0.00480058288128,0.350846366936,0.369660999009,0.0712,0.00257158628088,0.0663227204103,0.0764065965924,0.0107312126767,0.057,0.00231842619033,0.0526237683227,0.0617164542337,0.008,0.00725,-0.00075,-0.09375,0.324469293426,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.75,1,1,10000,10000,0,0.00798785,0.0075007,-0.00048715,-0.00048715,-0,0.00276413167557,2.76413167557e-05,0.0059064884744,-0.0609863730541,-0.555555555556,1,-0.006,0.005,0.5266,0.00499291938649,0.51680571721,0.536373854077,0.3945,0.00488743030641,0.384963078142,0.404117945514,0.4576,0.00498198996386,0.447853622014,0.467378941048,0.3278,0.00469411503907,0.318667357054,0.337064891984,0.3961,0.00489085667343,0.386555752116,0.405724042746,0.0738,0.00261445137648,0.0688378001485,0.0790895200627,0.0108203480121,0.0525,0.00223033069297,0.048297933958,0.0570457445838,0.008,0.0075,-0.0005,-0.0625,0.4648837866,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.775,1,1,10000,10000,0,0.00798785,0.00774635,-0.0002415,-0.0002415,-0,0.00278700636713,2.78700636713e-05,0.038919699282,-0.0302334170021,-0.538541666667,1,-0.006,0.0055,0.4943,0.00499967508944,0.484504887052,0.504099490529,0.4306,0.00495160216496,0.420923514505,0.440329784469,0.423,0.00494035423831,0.413348465634,0.432710670115,0.3611,0.00480319466605,0.351740905364,0.370565769384,0.4327,0.00495450007569,0.4230170316,0.442434654581,0.0679,0.0025157422364,0.063133316774,0.072998534618,0.010905878423,0.0486,0.00215030323443,0.0445560655083,0.0529906082207,0.008,0.00775,-0.00025,-0.03125,0.304986744926,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.8,1,1,10000,10000,0,0.00798785,0.0080001,1.225e-05,1.225e-05,-0,0.00280968225409,2.80968225409e-05,0.0729368835849,0.00153357912329,-0.521739130435,1.09090909091,-0.0055,0.0055,0.4569,0.00498138926405,0.447155067483,0.466678033177,0.4682,0.0049898773532,0.458434101552,0.477990320744,0.3866,0.00486970676735,0.377100828885,0.396186261946,0.3948,0.00488807692247,0.385261696339,0.404419096918,0.4707,0.00499140771727,0.460930143828,0.480492358477,0.0674,0.00250713461944,0.0626503600899,0.0724818753004,0.010993470772,0.0484,0.00214609971809,0.0443643693289,0.0527824579995,0.008,0.008,0,0,0.435992361135,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.825,1,1,10000,10000,0,0.00798785,0.00824865,0.0002608,0.0002608,-0,0.00283190489398,2.83190489398e-05,0.106371746925,0.0326495865596,-0.5,1.125,-0.0055,0.006,0.4217,0.00493831054107,0.412052968079,0.431407166066,0.498,0.00499995999984,0.488202908166,0.507798627828,0.3508,0.00477220452202,0.341505564074,0.36020902104,0.4299,0.00495061602227,0.420225714988,0.439628121584,0.5009,0.00499999189999,0.491101732083,0.510697576719,0.071,0.00256824843035,0.0661293320152,0.0762001385868,0.0110786544067,0.0495,0.00216909543359,0.0454189398654,0.0539270426666,0.008,0.00825,0.00025,0.03125,0.381368739571,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.85,1,1,10000,10000,0,0.00798785,0.0084992,0.00051135,0.00051135,-0,0.0028529388538,2.8529388538e-05,0.139874608566,0.0640159742609,-0.47619047619,1.2,-0.005,0.006,0.3873,0.00487133154281,0.377797377451,0.396889175781,0.5324,0.00498949135684,0.52261020496,0.542164911946,0.3206,0.0046670723157,0.311523092644,0.329814685971,0.4664,0.00498869762563,0.456637103639,0.476188701051,0.5371,0.00498621690262,0.527314814277,0.546856693044,0.0686,0.00252772704223,0.0638095849179,0.0737217288764,0.0111635960798,0.0519,0.00221825133833,0.0477218074297,0.0564223319101,0.008,0.0085,0.0005,0.0625,0.397835375437,,,,,,,,
A,prevalence,repeated,shared,2000,0.01,0,0.8,0.875,1,1,10000,10000,0,0.00798785,0.00874855,0.0007607,0.0007607,-0,0.00287308387819,2.87308387819e-05,0.173362903892,0.0952321338032,-0.458333333333,1.25,-0.005,0.0065,0.3522,0.00477655901251,0.342896496906,0.361617013013,0.5661,0.00495611531343,0.556362642244,0.575786593171,0.2901,0.00453808318566,0.281287464287,0.299073738229,0.496,0.00499983999744,0.486203911228,0.505799160759,0.5709,0.004949476639,0.561173803073,0.580571745958,0.0696,0.00254471688013,0.0647759390571,0.0747546067403,0.0112477623413,0.0582,0.00234121250637,0.0537787037567,0.0629605972036,0.008,0.00875,0.00075,0.09375,0.37242212388,,,,,,,,
