architecture,family,design,coupling,N,p,g,se_A,se_B,sp_A,sp_B,R,valid_R,undefined_R,mean_A,mean_B,delta,bias,true_change,delta_sd,delta_mcse,mean_RC,ratio_of_means_RC,RC_q025,RC_q975,delta_q025,delta_q975,improve_5,improve_5_mcse,improve_5_lo,improve_5_hi,deteriorate_5,deteriorate_5_mcse,deteriorate_5_lo,deteriorate_5_hi,improve_10,improve_10_mcse,improve_10_lo,improve_10_hi,deteriorate_10,deteriorate_10_mcse,deteriorate_10_lo,deteriorate_10_hi,direction_reversal,direction_reversal_mcse,direction_reversal_lo,direction_reversal_hi,masked,masked_mcse,masked_lo,masked_hi,mean_naive_CI_width,naive_CI_excludes_zero,naive_CI_excludes_zero_mcse,naive_CI_excludes_zero_lo,naive_CI_excludes_zero_hi,expected_A,expected_B,expected_delta,expected_RC,analytic_z_delta,e,q,n_A,n_B,d_A,d_B,f_A,f_B
A,main,paired,shared,2000,0.05,0.2,0.8,1.0,1.0,1.0,10000,10000,0,0.03995765,0.0399751,1.745e-05,0.01001745,-0.01,0.00280472942513,2.80472942513e-05,0.00293495028883,0.000436712369221,-0.130434782609,0.147058823529,-0.0055,0.0055,0.2338,0.00423246453027,0.225607705301,0.242196735432,0.2506,0.0043335855824,0.24220318846,0.259188349927,0.0718,0.00258156464184,0.0669029544182,0.0770259017864,0.0923,0.00289448976505,0.0867823895927,0.0981307226787,0.466,0.00498842660565,0.456237788122,0.475788323768,0.0765,0.00265796444671,0.0714515708987,0.0818736757212,0.0110340099413,0.0479,0.00213554653426,0.0438852156171,0.0522619957097,0.04,0.04,0.0,0.0,0.622163401704,,,,,,,,
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592872116382,0.533647430619,-0.0592246857629,-0.209224685763,0.15,0.0200447998115,0.000200447998115,-0.0994555246943,-0.0998945373317,-0.162790697674,-0.036183219721,-0.0991889347202,-0.0207597304564,0.0,0.0,0.0,0.000383998370677,0.9361,0.00244574712511,0.931136957708,0.940728118913,0.0,0.0,0.0,0.000383998370677,0.4971,0.00499991589929,0.48730334015,0.50689888704,0.998,0.000446766158074,0.996912649335,0.998704888287,0.0043,0.000654332484292,0.00319407440154,0.00578662158315,,,,,,0.592720970537,0.533448873484,-0.0592720970537,-0.1,0.236526636666,0.3,0.75,0.8,0.6,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592807875963,0.555874011881,-0.0369338640822,-0.186933864082,0.15,0.019426010503,0.00019426010503,-0.0618509100354,-0.0623032614441,-0.123840379188,0.0,-0.0748685098104,0.0,0.0002,0.000141407213395,5.48489273209e-05,0.000728995844007,0.6442,0.00478755010418,0.63476284003,0.65352641484,0.0,0.0,0.0,0.000383998370677,0.1151,0.00319142585689,0.108992176037,0.121503425909,0.9713,0.00166962001665,0.967842253219,0.974395789917,0.0412,0.00198752509418,0.0374774661619,0.045274890743,,,,,,0.592720970537,0.555675909879,-0.0370450606586,-0.0625,0.572410770235,0.3,0.75,0.8,0.625,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592628884899,0.578169826985,-0.0144590579144,-0.164459057914,0.15,0.0188836176303,0.000188836176303,-0.0239297094514,-0.0243981660071,-0.0838373672822,0.0388059701493,-0.0508217896959,0.0222621863673,0.0123,0.00110221186711,0.0103192914233,0.0146552605874,0.2051,0.00403774677264,0.197300112151,0.213126370088,0.0,0.0,0.0,0.000383998370677,0.0068,0.000821812630713,0.00536787615584,0.00861089983699,0.7647,0.00424186173749,0.756285434373,0.77291127689,0.1966,0.00397427276366,0.188927697941,0.20450531227,,,,,,0.592720970537,0.577902946274,-0.0148180242634,-0.025,1.90094057216,0.3,0.75,0.8,0.65,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592642813573,0.600057128154,0.00741431458041,-0.14258568542,0.15,0.0180662897988,0.000180662897988,0.012992975308,0.0125105956077,-0.0460122699387,0.0743059394811,-0.0280229697066,0.0428082191781,0.1127,0.00316225726341,0.106650217902,0.119047227236,0.018,0.00132951118837,0.0155732272496,0.0207969471797,0.0044,0.000661864034376,0.0032794410394,0.00590117814561,0.0,0.0,0.0,0.000383998370677,0.3246,0.00468225202226,0.31549182293,0.333842883698,0.2461,0.00430737495466,0.237756255408,0.254638738965,,,,,,0.592720970537,0.600129982669,0.00740901213172,0.0125,0.0293499592774,0.3,0.75,0.8,0.675,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592973251339,0.622868709929,0.0298954585901,-0.12010454141,0.15,0.0174245188847,0.000174245188847,0.0509218925508,0.0504162009375,-0.00584838195195,0.111111111111,-0.00354625675522,0.0638686131387,0.5022,0.00499995159977,0.492401311827,0.51199699858,0.0005,0.000223550889061,0.000213588426164,0.00117002594614,0.0561,0.00230114732253,0.0517579364469,0.0607829773066,0.0,0.0,0.0,0.000383998370677,0.0387,0.00192879003523,0.0350933566821,0.0426609202147,0.0659,0.00248107214728,0.0612019586074,0.0709314287781,,,,,,0.592720970537,0.622357019064,0.0296360485269,0.05,1.48876456761,0.3,0.75,0.8,0.7,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.593023356944,0.644908864287,0.0518855073431,-0.0981144926569,0.15,0.0166444848248,0.000166444848248,0.0880149468937,0.0874931935405,0.0320699708455,0.147728248985,0.0194802321572,0.0844827586207,0.9029,0.00296093887137,0.89694100555,0.908549568563,0.0,0.0,0.0,0.000383998370677,0.3342,0.00471710038053,0.325019876085,0.343507457774,0.0,0.0,0.0,0.000383998370677,0.0012,0.000346202253026,0.00068660431877,0.00209647245582,0.0028,0.000528408932551,0.00193800573069,0.00404384224912,,,,,,0.592720970537,0.644584055459,0.051863084922,0.0875,0.134713818661,0.3,0.75,0.8,0.725,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592717936292,0.666697146056,0.0739792097645,-0.0760207902355,0.15,0.0157783666678,0.000157783666678,0.125361650774,0.124813516236,0.0708656053552,0.184442473953,0.0433996383363,0.105263157895,0.9968,0.000564779603031,0.995486173073,0.997732286146,0.0,0.0,0.0,0.000383998370677,0.8118,0.00390871794838,0.8040198582,0.819340680416,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.666811091854,0.0740901213172,0.125,-0.702934308655,0.3,0.75,0.8,0.75,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592995143221,0.68924261168,0.0962474684593,-0.0537525315407,0.15,0.014817374579,0.00014817374579,0.162876229064,0.162307346965,0.110795247482,0.220125786164,0.0678253500368,0.125862370388,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.991,0.000944404574322,0.988951233693,0.992671679907,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.68903812825,0.0963171577123,0.1625,-0.470321193737,0.3,0.75,0.8,0.775,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592824831194,0.711263082935,0.118438251741,-0.0315617482592,0.15,0.0134668143402,0.000134668143402,0.200366553941,0.199786253053,0.151830687155,0.254716981132,0.0927639873978,0.145221125282,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.711265164645,0.118544194107,0.2,-0.786692115496,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592713927016,0.733423695358,0.140709768342,-0.00929023165763,0.15,0.0144634421073,0.000144634421073,0.238089849899,0.23739912617,0.183333333333,0.297736403202,0.112726622215,0.169463087248,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.73349220104,0.140771230503,0.2375,-0.424948361369,0.3,0.75,0.8,0.825,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592948166114,0.755837297659,0.162889131545,0.0128891315446,0.15,0.0153410096097,0.000153410096097,0.275519851019,0.274710574808,0.215904949642,0.340974446897,0.133455210238,0.193606944078,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.755719237435,0.162998266898,0.275,-0.711396159513,0.3,0.75,0.8,0.85,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592906821847,0.778103860831,0.185197038984,0.0351970389838,0.15,0.0161916838773,0.000161916838773,0.31325937692,0.312354373672,0.249235295505,0.382980278711,0.153710083759,0.217015257808,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.77794627383,0.185225303293,0.3125,-0.174560653157,0.3,0.75,0.8,0.875,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592589087807,0.800137434307,0.2075483465,0.0575483464996,0.15,0.0169332895663,0.000169332895663,0.351263086413,0.350239906151,0.282721116928,0.428154405475,0.174910685896,0.24143563264,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.800173310225,0.207452339688,0.35,0.566970824918,0.3,0.75,0.8,0.9,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592732853061,0.822344718148,0.229611865087,0.079611865087,0.15,0.0177407944107,0.000177407944107,0.388532724505,0.387378333935,0.314445480857,0.471949757088,0.195690227149,0.26523391319,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.82240034662,0.229679376083,0.3875,-0.38054099858,0.3,0.75,0.8,0.925,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592344087602,0.844567004373,0.25222291677,0.10222291677,0.15,0.0180065146249,0.000180065146249,0.427055431473,0.42580473419,0.348402014105,0.514565478638,0.217461141752,0.287932405264,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.844627383016,0.251906412478,0.425,1.75772101722,0.3,0.75,0.8,0.95,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592491583615,0.866934993545,0.27444340993,0.12444340993,0.15,0.0185261219708,0.000185261219708,0.464537079742,0.463202208301,0.382256983816,0.55660453685,0.238596491228,0.311030892608,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.866854419411,0.274133448873,0.4625,1.67310275264,0.3,0.75,0.8,0.975,0.95,0.95,0.005,0.005
C,C1,paired,shared,2000,,0.2,,,,,10000,10000,0,0.592705986734,0.889127283129,0.296421296394,0.146421296394,0.15,0.0188454889602,0.000188454889602,0.501543326127,0.500115239307,0.414285714286,0.596924242424,0.259527816678,0.333346518987,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,,,,,,0.592720970537,0.889081455806,0.296360485269,0.5,0.322682663046,0.3,0.75,0.8,1.0,0.95,0.95,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.593244034762,0.590632311537,-0.0026117232243,-0.0026117232243,0.0,0.0121980887112,0.000121980887112,-0.00441411365081,-0.00440244329696,-0.04581776517,0.0363434571145,-0.0269588146778,0.021546218414,0.0041,0.000638998435053,0.00302385465635,0.00555699492769,0.0136,0.00115823313715,0.0115094452378,0.0160641083772,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5858,0.00492583353353,0.576114394217,0.595419711662,0.3665,0.00481848264498,0.357108885603,0.375993641962,,,,,,0.592720970537,0.590163934426,-0.00255703611103,-0.00431406384815,-0.44832526275,0.3,0.75,0.8,0.8,0.95,0.7,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592837994865,0.590633655268,-0.00220433959677,-0.00220433959677,0.0,0.0112391937906,0.000112391937906,-0.00372845663644,-0.00371828326772,-0.0413043478261,0.0343875665664,-0.0243683582239,0.0203137105854,0.0029,0.000537735064879,0.00201999663356,0.00416177454657,0.0078,0.000879724957018,0.00625477582918,0.00972323216691,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5819,0.00493246784075,0.572202896369,0.591534204698,0.4,0.00489897948557,0.390438343404,0.40963845627,,,,,,0.592720970537,0.590497737557,-0.0022232329807,-0.00375089306978,0.168102661795,0.3,0.75,0.8,0.8,0.95,0.725,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592739320025,0.591029909292,-0.00170941073233,-0.00170941073233,0.0,0.0104397986421,0.000104397986421,-0.00288304131811,-0.00288391654573,-0.0375898012431,0.0319816953235,-0.0222040509271,0.018942097153,0.0018,0.000423882059068,0.00113892799151,0.00284368798503,0.0035,0.000590571756859,0.00251777850562,0.00486353187646,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5666,0.00495544589316,0.556863761524,0.576285089893,0.427,0.00494642294997,0.417335042087,0.436721021675,,,,,,0.592720970537,0.590809628009,-0.00191134252851,-0.00322469192675,1.9342499133,0.3,0.75,0.8,0.8,0.95,0.75,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592624310539,0.591161474988,-0.00146283555068,-0.00146283555068,0.0,0.00969625157482,9.69625157482e-05,-0.00247092691224,-0.00246840287289,-0.0350684207421,0.02942259205,-0.0207864394248,0.0173746758925,0.0006,0.00024487547856,0.000275013476331,0.0013085240963,0.0024,0.000489309717868,0.0016133788094,0.0035687763691,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5591,0.00496494904304,0.549348026465,0.568806584927,0.4571,0.00498156190366,0.447354652511,0.466878294549,,,,,,0.592720970537,0.591101694915,-0.00161927562201,-0.00273193577163,1.61340771867,0.3,0.75,0.8,0.8,0.95,0.775,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592583053451,0.591246366723,-0.00133668672804,-0.00133668672804,0.0,0.00878005737144,8.78005737144e-05,-0.0022551292686,-0.00225569516418,-0.0314192936015,0.0269199615193,-0.0186139810797,0.0159394938394,0.0004,0.000199959995999,0.000155562836623,0.00102812833536,0.0012,0.000346202253026,0.00068660431877,0.00209647245582,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.56,0.0049638694584,0.550249795589,0.569704124606,0.5004,0.0049999984,0.49060191135,0.510197781451,,,,,,0.592720970537,0.591375770021,-0.00134520051673,-0.00226953420512,0.096967346863,0.3,0.75,0.8,0.8,0.95,0.8,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592682061614,0.591512236598,-0.00116982501667,-0.00116982501667,0.0,0.00787496631227,7.87496631227e-05,-0.00198095262096,-0.00197378171609,-0.0278510153519,0.0244797920098,-0.0163986766552,0.0144924479147,0.0001,9.9994999875e-05,1.76526736011e-05,0.000566268897401,0.0002,0.000141407213395,5.48489273209e-05,0.000728995844007,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5613,0.00496228082639,0.551552408251,0.571000513549,0.5466,0.00497823703735,0.536826797512,0.55633741384,,,,,,0.592720970537,0.591633466135,-0.0010875044018,-0.00183476619836,-1.04534561297,0.3,0.75,0.8,0.8,0.95,0.825,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592515122592,0.591761164571,-0.000753958020915,-0.000753958020915,0.0,0.00701190650783,7.01190650783e-05,-0.00127620294136,-0.00127247051116,-0.0244711451743,0.0217306451288,-0.0144939862151,0.012913708982,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5454,0.00497934574016,0.535625086548,0.5551400464,0.5986,0.00490181639803,0.588956524328,0.608167751193,,,,,,0.592720970537,0.591876208897,-0.000844761639776,-0.00142522650921,1.29499186505,0.3,0.75,0.8,0.8,0.95,0.85,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592741747809,0.592192092015,-0.000549655793853,-0.000549655793853,0.0,0.0058725995153,5.8725995153e-05,-0.000924229977835,-0.000927310748541,-0.0201979498849,0.0186408732702,-0.0118435564884,0.0110409154746,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5425,0.00498190475622,0.53272118746,0.552246172679,0.6824,0.00465542951832,0.673206967695,0.691452949699,,,,,,0.592720970537,0.592105263158,-0.000615707379367,-0.00103878116344,1.12474186844,0.3,0.75,0.8,0.8,0.95,0.875,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592642336195,0.592170902189,-0.000471434006019,-0.000471434006019,0.0,0.00475686146229,4.75686146229e-05,-0.000793760187393,-0.000795478110871,-0.0163101704118,0.0152319358372,-0.00963585964519,0.00892112505243,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5457,0.00497907129895,0.535925508932,0.555439393617,0.7849,0.0041089170106,0.776738072696,0.792843125032,,,,,,0.592720970537,0.592321755027,-0.000399215509839,-0.000673530260753,-1.51819633075,0.3,0.75,0.8,0.8,0.95,0.9,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592796387576,0.59256378301,-0.000232604565145,-0.000232604565145,0.0,0.00330637650903,3.30637650903e-05,-0.000391531173619,-0.000392385260808,-0.0112765784666,0.0108341235968,-0.00658161854393,0.00637595005546,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.5371,0.00498621690262,0.527314814277,0.546856693044,0.9221,0.00268014160074,0.916683441403,0.927192387173,,,,,,0.592720970537,0.592526690391,-0.000194280145803,-0.000327776737217,-1.15910632795,0.3,0.75,0.8,0.8,0.95,0.925,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592543106689,0.592543106689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,,,,,,0.592720970537,0.592720970537,0.0,0.0,0.0,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.59294236198,0.593177746775,0.000235384794786,0.000235384794786,0.0,0.00323796690898,3.23796690898e-05,0.000429569825377,0.000396977530835,-0.0104699359821,0.0111788961095,-0.00626933282913,0.00656196674911,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.4658,0.00498828988733,0.45603813273,0.475588132759,0.9283,0.00257990523082,0.923077308609,0.933193758386,,,,,,0.592720970537,0.592905405405,0.000184434868144,0.000311166429587,1.573515977,0.3,0.75,0.8,0.8,0.95,0.975,0.005,0.005
C,C2_sensitivity,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592851691439,0.593260526225,0.000408834785723,0.000408834785723,0.0,0.00456600379994,4.56600379994e-05,0.000753322571334,0.000689607184438,-0.0144650958202,0.016023673158,-0.0086931561335,0.00929571075367,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.4629,0.00498621690262,0.453143306956,0.472685185723,0.8043,0.00396738591518,0.796407830816,0.811958467776,,,,,,0.592720970537,0.593080724876,0.00035975433918,0.000606953958207,1.07491033064,0.3,0.75,0.8,0.8,0.95,1.0,0.005,0.005
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592799209513,0.600111445257,0.00731223574402,0.00731223574402,0.0,0.00274823991308,2.74823991308e-05,0.0123609092213,0.0123350969884,0.00360344157107,0.0223752151463,0.00217250816524,0.0131029421368,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.3095,0.00462287518759,0.300513927276,0.318632376103,,,,,,0.592720970537,0.6,0.00727902946274,0.0122807017544,1.20827447144,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.0
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592824812691,0.596470374624,0.00364556193311,0.00364556193311,0.0,0.00193920702737,1.93920702737e-05,0.00616178801738,0.00614947595827,0.0,0.0133779264214,0.0,0.00787678425575,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.8586,0.00348433695271,0.851633046151,0.865291550218,,,,,,0.592720970537,0.596338273758,0.00361730322037,0.00610287707062,1.45723031846,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.0025
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592395391154,0.592395391154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,,,,,,0.592720970537,0.592720970537,0.0,0.0,0.0,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.005
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592912341793,0.58932880377,-0.00358353802326,-0.00358353802326,0.0,0.00191482508746,1.91482508746e-05,-0.00604813215574,-0.00604395923421,-0.0133555926544,0.0,-0.00784027936308,0.0,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.9703,0.00169758387127,0.966787942699,0.973450868434,0.8714,0.0033475668776,0.864695982211,0.877818783799,,,,,,0.592720970537,0.589147286822,-0.00357368371556,-0.00602928509905,-0.514632264174,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.0075
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592593523687,0.585456588906,-0.00713693478106,-0.00713693478106,0.0,0.00269400760955,2.69400760955e-05,-0.0120478946289,-0.0120435585199,-0.0218120805369,-0.00355856083639,-0.0128817194941,-0.00212488670018,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.9994,0.00024487547856,0.998691475904,0.999724986524,0.3296,0.00470067909987,0.320453808273,0.338877058372,,,,,,0.592720970537,0.585616438356,-0.0071045321811,-0.0119863013699,-1.2027657178,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.01
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592932699489,0.582313367538,-0.0106193319515,-0.0106193319515,0.0,0.00326816083823,3.26816083823e-05,-0.0179147034814,-0.0179098436647,-0.0294129681332,-0.00823723228995,-0.017431427839,-0.00484370783351,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0616,0.00240427619046,0.0570539483414,0.06648274143,,,,,,0.592720970537,0.582127659574,-0.0105933109628,-0.0178723404255,-0.79619669955,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.0125
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592692750562,0.57863519684,-0.0140575537222,-0.0140575537222,0.0,0.00372825702016,3.72825702016e-05,-0.0237259815735,-0.023718113152,-0.0367778760492,-0.0120274914089,-0.0218756039103,-0.00715500503166,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0081,0.000896347588829,0.00652228990586,0.0100554876912,,,,,,0.592720970537,0.578680203046,-0.0140407674916,-0.0236886632826,-0.450243385408,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.015
C,C2_false_positive,paired,shared,2000,,0.0,,,,,10000,10000,0,0.592887835424,0.575395982917,-0.0174918525074,-0.0174918525074,0.0,0.00417161564637,4.17161564637e-05,-0.0295095631557,-0.029502802153,-0.0439932318105,-0.0166937952142,-0.0261855204898,-0.00984457119054,0.0,0.0,0.0,0.000383998370677,0.0034,0.000582103083654,0.0024341818163,0.00474720536546,0.0,0.0,0.0,0.000383998370677,0.0,0.0,0.0,0.000383998370677,1.0,0.0,0.999616001629,1.0,0.0007,0.0002644825136,0.000339126331688,0.00144433444127,,,,,,0.592720970537,0.57527333894,-0.017447631597,-0.0294365012616,-1.06004277965,0.3,0.75,0.8,0.8,0.95,0.95,0.005,0.0175
